playerID,name
1165,Gaston Brugman
1166,Ahmed Benali
1167,Alberto Aquilani
1168,Bryan Cristante
1169,Ledian Memushaj
1170,Gianluca Caprari
1171,Simone Pepe
1172,Alessandro Crescenzi
1173,Alexandru Mitrita
1174,Dario Zuparic
1175,Vincenzo Fiorillo
1176,Alessandro Bruno
1177,Stefano Pettinari
1178,Davide Zappacosta
1179,Leandro Castan
1180,Luca Rossettini
1181,Antonio Barreca
1182,Daniele Baselli
1183,Marco Benassi
1184,Mirko Valdifiori
1185,Iago Falque
1186,Andrea Belotti
1187,Adem Ljajic
1188,Maxi Lopez
1189,Lucas Boye
1190,Joel Obi
1191,Arlind Ajeti
1192,Afriyie Acquah
1193,Lorenzo De Silvestri
1194,Giuseppe Vives
1195,Daniele Padelli
1196,Emiliano Moretti
1197,Cesare Bovo
1198,Josef Martinez
1200,Federico Marchetti
1201,Dusan Basta
1202,Wallace
1203,Wesley Hoedt
1204,Patric
1205,Senad Lulic
1206,Danilo Cataldi
1207,Marco Parolo
1208,Felipe Anderson
1209,Ciro Immobile
1210,Keita
1211,Franjo Prce
1212,Alessandro Murgia
1213,Filip Djordjevic
1214,Thomas Strakosha
1216,Ivan Vargic
1217,Moritz Leitner
1218,Cristiano Lombardi
1219,Luis Alberto
1220,Christian Puggioni
1221,Jacopo Sala
1222,Matias Silvestre
1223,Milan Skriniar
1224,Vasco Regini
1225,Edgar Barreto
1226,Karol Linetty
1227,Lucas Torreira
1228,Bruno Fernandes
1229,Luis Muriel
1230,Fabio Quagliarella
1231,Ricardo alvarez
1232,Angelo Palombo
1233,Filip Djuricic
1234,Dennis Praet
1235,Ante Budimir
1236,Patrik Schick
1237,Mirko Eramo
1238,Luca Cigarini
1241,Pedro Pereira
1242,Luka Krajnc
1243,Davide Brivio
1244,Wojciech Szczesny
1245,Emerson
1246,Kostas Manolas
1247,Juan Jesus
1248,Leandro Paredes
1249,Daniele De Rossi
1250,Mohamed Salah
1251,Radja Nainggolan
1252,Stephan El Shaarawy
1253,Edin Dzeko
1254,Alessandro Florenzi
1255,Francesco Totti
1256,Kevin Strootman
1257,Alisson
1258,Gerson
1263,Josip Posavec
1264,Edoardo Goldaniga
1265,Thiago Cionek
1266,Sinisa Andjelkovic
1267,Michel Morganella
1268,Bruno Henrique
1269,Alessandro Gazzi
1270,Haitam Aleesami
1271,Ivaylo Chochev
1272,Ilija Nestorovski
1273,Mato Jajalo
1274,Andrea Rispoli
1275,Robin Quaison
1276,Carlos Embalo
1277,Roland Sallai
1278,Andrea Fulignati
1279,Roberto Vitiello
1280,Simone Lo Faso
1281,Giuseppe Pezzella
1283,Ouasim Bouy
1284,Oscar Hiljemark
1285,Gianluigi Buffon
1286,Andrea Barzagli
1287,Leonardo Bonucci
1288,Dani Alves
1289,Alex Sandro
1290,Miralem Pjanic
1291,Hernanes
1292,Sami Khedira
1293,Gonzalo Higuain
1294,Paulo Dybala
1295,Mario Mandzukic
1296,Stefano Sturaro
1297,Neto
1298,Patrice Evra
1299,Mario Lemina
1300,Claudio Marchisio
1301,Daniele Rugani
1302,Emil Audero
1303,Stephan Lichtsteiner
1304,Moise Kean
1305,Lukasz Skorupski
1306,Vincent Laurini
1307,Andrea Costa
1308,Giuseppe Bellusci
1309,Manuel Pasqual
1310,Jose Mauri
1311,Rade Krunic
1312,Daniele Croce
1313,Riccardo Saponara
1314,Guido Marilungo
1315,Massimo Maccarone
1316,Frederic Veseli
1317,Andres Tello
1318,Manuel Pucciarelli
1319,Levan Mchedlidze
1320,Federico Barba
1321,Alberto Pelagotti
1322,Raffaele Maiello
